Account Designator,Posted Date,Serial Number,Description,Amount,CR/DR,Type
E-CHECKING          ,8/17/2015,0,A AND E MT MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,19.95,DR,Misc
E-CHECKING          ,8/17/2015,0,LOWES #01682* MISSOULA MT ADJ Debit Card Withdrawal: Credit Vouche,1.96,CR,Misc
E-CHECKING          ,8/17/2015,0,LOWES #01682* MISSOULA MT ADJ Debit Card Withdrawal: Credit Vouche,1.44,CR,Misc
E-CHECKING          ,8/16/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #016442,41.46,DR,Grocery
E-CHECKING          ,8/15/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #002028,9.35,DR,Grocery
E-CHECKING          ,8/15/2015,0,LOWE'S #1682 MISSOULA MT POS Withdrawal: #034791,15.69,DR,Misc
E-CHECKING          ,8/15/2015,0,WENDY'S 15012 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,9.07,DR,Eating Out
E-CHECKING          ,8/15/2015,0,MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,15.88,DR,Eating Out
E-CHECKING          ,8/15/2015,0,PAPA JOHN'S #03945.COM 406-727-1727 MT Debit Card Withdrawal: SIG DEBIT CARD,21.28,DR,Eating Out
E-CHECKING          ,8/15/2015,0,CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,7.97,DR,Eating Out
E-CHECKING          ,8/15/2015,0,CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,6.79,DR,Eating Out
E-CHECKING          ,8/14/2015,0,CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,5.97,DR,Eating Out
E-CHECKING          ,8/14/2015,0,SQ *EAT MT BURGERS INC MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,25.59,DR,Eating Out
E-CHECKING          ,8/14/2015,0,Acorns.com ACH Withdrawal: Acorns.com,5.66,DR,Investment
E-CHECKING          ,8/13/2015,0,WENDY'S 15012 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,9.57,DR,Eating Out
E-CHECKING          ,8/13/2015,0,STRAIGHTTALK*SERVICES 877-430-2355 FL Debit Card Withdrawal: SIG DEBIT CARD,46.76,DR,Cell Phone
E-CHECKING          ,8/13/2015,0,SAF ACH Withdrawal: SAF,105.36,DR,Student Loans
E-CHECKING          ,8/13/2015,0,JAY'S FOOD STORE MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,30.78,DR,Eating Out
E-CHECKING          ,8/13/2015,0,JAY'S FOOD STORE MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,5.18,DR,Eating Out
E-CHECKING          ,8/12/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #013860,21.9,DR,Grocery
E-CHECKING          ,8/12/2015,0,JIMMY JOHNS - 1526 - E 406-5481111 MT Debit Card Withdrawal: SIG DEBIT CARD,16.1,DR,Eating Out
E-CHECKING          ,8/12/2015,0,MCDONALD'S F6844 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,9.65,DR,Eating Out
E-CHECKING          ,8/12/2015,0,STATE OF MONTANA ACH Deposit: STATE OF MONTANA,424,CR,Income
E-CHECKING          ,8/10/2015,0,EXXONMOBIL 48069728 KALISPELL MT Debit Card Withdrawal: SIG DEBIT CARD,12.71,DR,Eating Out
E-CHECKING          ,8/10/2015,0,Acorns.com ACH Withdrawal: Acorns.com,9.27,DR,Investment
E-CHECKING          ,8/9/2015,0,MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,17.96,DR,Eating Out
E-CHECKING          ,8/8/2015,0,CAFE RIO MEXICAN GRILL MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,22.36,DR,Eating Out
E-CHECKING          ,8/8/2015,0,RIOTGAM*LOL LN5D4QJ9X3 866-373-9211 CA Debit Card Withdrawal: SIG DEBIT CARD,20,DR,Video Games
E-CHECKING          ,8/8/2015,0,RIOTGAM*LOL LN52B6LRZA 866-373-9211 CA Debit Card Withdrawal: SIG DEBIT CARD,10,DR,Video Games
E-CHECKING          ,8/8/2015,0,MCDONALD'S F2332 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,7.7,DR,Eating Out
E-CHECKING          ,8/7/2015,0,CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,15.88,DR,Eating Out
E-CHECKING          ,8/6/2015,0,OLES COUNTRY STR #2 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,3,DR,Eating Out
E-CHECKING          ,8/5/2015,0,GEICO *AUTO 800-841-3000 DC Debit Card Withdrawal: SIG DEBIT CARD,98.35,DR,Insurance
E-CHECKING          ,8/5/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #019218,25.05,DR,Grocery
E-CHECKING          ,8/5/2015,0,STATE OF MONTANA ACH Deposit: STATE OF MONTANA,424,CR,Income
E-CHECKING          ,8/4/2015,0,BURGER KING MA30402028 LAS VEGAS NV Debit Card Withdrawal: SIG DEBIT CARD,13.71,DR,Eating Out
E-CHECKING          ,8/4/2015,0,CINNABON MAIN 30401004 LAS VEGAS NV Debit Card Withdrawal: SIG DEBIT CARD,9.06,DR,Eating Out
E-CHECKING          ,8/4/2015,0,PALACE HOTEL F/D LAS VEGAS NV Debit Card Withdrawal: SIG DEBIT CARD,16.79,DR,Hotel
E-CHECKING          ,8/4/2015,0,MRS FIELDS/TCBY LAS VEGAS NV Debit Card Withdrawal: SIG DEBIT CARD,11.43,DR,Eating Out
E-CHECKING          ,8/4/2015,0,Cash Deposit,50,CR,Income
E-CHECKING          ,8/4/2015,0,Acorns.com ACH Withdrawal: Acorns.com,5.02,DR,Investment
E-CHECKING          ,8/3/2015,0,IN-N-OUT BURGER #80 LAS VEGAS NV Debit Card Withdrawal: SIG DEBIT CARD,13.4,DR,Eating Out
E-CHECKING          ,8/3/2015,0,ALG*ALGT_TRAVEL 702-505-8888 NV Debit Card Withdrawal: SIG DEBIT CARD,10,DR,Macau
E-CHECKING          ,8/3/2015,0,GREEN TREE SER ACH Withdrawal: GREEN TREE SER,695.41,DR,Mortgage
E-CHECKING          ,8/3/2015,0,CENLAR LOAN AMD ACH Withdrawal: CENLAR LOAN AMD,110.27,DR,Mortgage
E-CHECKING          ,8/3/2015,0,NORTHWESTERN ACH Withdrawal: NORTHWESTERN,91.25,DR,Electric
E-CHECKING          ,8/3/2015,0,DROPBOX*FMBSSSWGGPBD DB.TT/CCHELP CA Debit Card Withdrawal: SIG DEBIT CARD,9.99,DR,Dropbox
E-CHECKING          ,8/2/2015,0,SQ *NORMANDY PERK NORMANDY PARK WA Debit Card Withdrawal: SIG DEBIT CARD,10.14,DR,Misc
E-CHECKING          ,8/1/2015,0,VISA INTERNATIONAL SERVICE ASSESSMENT Fee Withdrawal: ATM Fee,0.65,DR,Macau
E-CHECKING          ,8/1/2015,0,VISA TRAVEL Vicwood Center Hong Kong HK ATM Withdrawal: #061787,64.51,DR,Macau
