Account Designator,Posted Date,Serial Number,Description,Amount,CR/DR,Type
E-CHECKING          ,6/9/2015,0,Privilege Pay Fee Withdrawal: Privilege Pay,27,DR,Bank Fee
E-CHECKING          ,6/9/2015,0,800-228-6790 ACH Withdrawal: 800-228-6790,17.85,DR,Insurance
E-CHECKING          ,6/8/2015,0,ORANGE JULIUS #60862 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,8.9,DR,Eating Out
E-CHECKING          ,6/8/2015,0,CAPITAL ONE ACH Withdrawal: CAPITAL ONE,30,DR,Credit Cards
E-CHECKING          ,6/7/2015,0,MISSOULA FRESH MARKET N MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,47,DR,Grocery
E-CHECKING          ,6/5/2015,0,STRAIGHTTALK*SERVICES 877-430-2355 FL Debit Card Withdrawal: SIG DEBIT CARD,44.17,DR,Cell Phone
E-CHECKING          ,6/5/2015,0,CENEX ZIP TRIP 1540 TOOLE AVE MISSOULA POS Withdrawal: #005202,8.83,DR,Eating Out
E-CHECKING          ,6/5/2015,0,ASPIRE RESOURCES ACH Withdrawal: ASPIRE RESOURCES,9146.42,DR,Student Loan
E-CHECKING          ,6/4/2015,0,JARED R LITTLE DDS PC MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,99.94,DR,Health
E-CHECKING          ,6/3/2015,0,Cash Deposit,9140,CR,Income
E-CHECKING          ,6/3/2015,0,CREDIT FIRST NA ACH Withdrawal: CREDIT FIRST NA,50,DR,Credit Cards
E-CHECKING          ,6/2/2015,0,CAPITAL ONE N.A. ACH Withdrawal: CAPITAL ONE N.A.,250,DR,Credit Cards
E-CHECKING          ,6/2/2015,0,CAPITAL ONE N.A. ACH Deposit: CAPITAL ONE N.A.,200,CR,Credit Cards
E-CHECKING          ,6/2/2015,0,JAY'S MART MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,11.17,DR,Eating Out
