Account Designator,Posted Date,Serial Number,Description,Amount,CR/DR,Type
E-CHECKING          ,6/25/2015,0,STATE OF MONTANA ACH Deposit: STATE OF MONTANA,424,CR,Income
E-CHECKING          ,6/25/2015,0,ST REGIS TRAVEL CTR SAINT REGIS MT Debit Card Withdrawal: SIG DEBIT CARD,15.46,DR,Eating Out
E-CHECKING          ,6/24/2015,0,HILLTOP MINI-MART MOSES LAKE WA POS Withdrawal: #028654,4.48,DR,Eating Out
E-CHECKING          ,6/24/2015,0,CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,9.16,DR,Eating Out
E-CHECKING          ,6/24/2015,0,BURGER KING #7518 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,10.54,DR,Eating Out
E-CHECKING          ,6/24/2015,0,BURGER KING #9036 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,5.78,DR,Eating Out
E-CHECKING          ,6/23/2015,0,WM SUPERCENTER Wal-Mart Super Center POS Withdrawal: #000549,123.97,DR,Misc
E-CHECKING          ,6/23/2015,0,TAMARACK PUBLIC HOUSE MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,9,DR,Eating Out
E-CHECKING          ,6/23/2015,0,OLES COUNTRY STR #2 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,5,DR,Eating Out
E-CHECKING          ,6/22/2015,0,#02024 ALBERTSONS MISSOULA MT POS Withdrawal: #045776,2.99,DR,Eating Out
E-CHECKING          ,6/22/2015,0,CHARTER COMM 888-438-2427 MT Debit Card Withdrawal: SIG DEBIT CARD,39.99,DR,Internet
E-CHECKING          ,6/22/2015,0,PAYPAL ACH Withdrawal: PAYPAL,25,DR,Credit Cards
E-CHECKING          ,6/21/2015,0,DRAUGHT WORKS MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,9,DR,Eating Out
E-CHECKING          ,6/20/2015,0,CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,3.67,DR,Eating Out
E-CHECKING          ,6/20/2015,0,CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,7.17,DR,Eating Out
E-CHECKING          ,6/19/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #015100,3.79,DR,Grocery
E-CHECKING          ,6/19/2015,0,THE NOTORIOUS P.I.G. MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,32.78,DR,Eating Out
E-CHECKING          ,6/18/2015,0,MCDONALD'S F10297 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,7.9,DR,Eating Out
E-CHECKING          ,6/18/2015,0,DOCS GOURMET SANDWICH S MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,4.95,DR,Eating Out
E-CHECKING          ,6/17/2015,0,STEAMGAMES.COM 425-952-2985 WA Debit Card Withdrawal: SIG DEBIT CARD,12.49,DR,Video Games
E-CHECKING          ,6/17/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #025382,37.99,DR,Grocery
E-CHECKING          ,6/17/2015,0,DAIRY QUEEN #15265 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,14.33,DR,Eating Out
E-CHECKING          ,6/17/2015,0,STATE OF MONTANA ACH Deposit: STATE OF MONTANA,424,CR,Income
E-CHECKING          ,6/17/2015,0,STEAMGAMES.COM 425-952-2985 WA Debit Card Withdrawal: SIG DEBIT CARD,27.41,DR,Video Games
E-CHECKING          ,6/17/2015,0,SUMMER SUN MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,12.94,DR,Misc
E-CHECKING          ,6/16/2015,0,DELTA AIR 00676252514 NEW YORK NY Debit Card Withdrawal: SIG DEBIT CARD,1163.27,DR,Macau
E-CHECKING          ,6/16/2015,0,DELTA AIR 00676252514 NEW YORK NY Debit Card Withdrawal: SIG DEBIT CARD,1163.27,DR,Macau
E-CHECKING          ,6/16/2015,0,REI #72 MISSOUL 2230 N MISSOULA MT POS Withdrawal: #047353,9,DR,Misc
E-CHECKING          ,6/16/2015,0,ALG*ALGT_TRAVEL 702-505-8888 NV Debit Card Withdrawal: SIG DEBIT CARD,360,DR,Macau
E-CHECKING          ,6/16/2015,0,TACO DEL SOL MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,8.85,DR,Eating Out
E-CHECKING          ,6/16/2015,0,STEAMPOWERED.COM 425-9522985 WA Debit Card Withdrawal: SIG DEBIT CARD,9.99,DR,Video Games
E-CHECKING          ,6/16/2015,0,CENEX ZIP TRIP 1540 TOOLE AVE MISSOULA POS Withdrawal: #055999,9.05,DR,Eating Out
E-CHECKING          ,6/15/2015,0,GOOGLE *BIGBLUEBUBBLE GOOGLE.COM/CH CA Debit Card Withdrawal: SIG DEBIT CARD,9.99,DR,Video Games
E-CHECKING          ,6/15/2015,0,THE WILMA MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,13,DR,Concert
E-CHECKING          ,6/15/2015,0,THE WILMA MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,13,DR,Concert
E-CHECKING          ,6/14/2015,0,STRAIGHTTALK*SERVICES 877-430-2355 FL Debit Card Withdrawal: SIG DEBIT CARD,46.76,DR,Phone
E-CHECKING          ,6/14/2015,0,BURGER KING #7518 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,8.65,DR,Eating Out
E-CHECKING          ,6/13/2015,0,EL CAZADOR MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,14,DR,Eating Out
E-CHECKING          ,6/13/2015,0,MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,2.29,DR,Eating Out
E-CHECKING          ,6/13/2015,0,SEIZE THE DEAL 866-210-0881 TX Debit Card Withdrawal: SIG DEBIT CARD,60,DR,Misc
E-CHECKING          ,6/13/2015,0,BONNER 1 #8500 7985 HWY 200 MILLTOWN MT POS Withdrawal: #029989,12.06,DR,Eating Out
E-CHECKING          ,6/13/2015,0,SQ *HALESTORM TOUR MERC MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,30,DR,Concert
E-CHECKING          ,6/12/2015,0,OLD POST PUB MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,15,DR,Eating Out
E-CHECKING          ,6/12/2015,0,SUNNYVIEW CAFE KALISPELL MT Debit Card Withdrawal: SIG DEBIT CARD,7.95,DR,Eating Out
E-CHECKING          ,6/12/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #010167,5.69,DR,Grocery
E-CHECKING          ,6/12/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #063628,23.94,DR,Grocery
E-CHECKING          ,6/11/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #062384,14.52,DR,Grocery
E-CHECKING          ,6/11/2015,0,SAFEWAY STORE 1646 POLSON WA POS Withdrawal: #061737,12.96,DR,Grocery
E-CHECKING          ,6/11/2015,0,STATE OF MONTANA ACH Deposit: STATE OF MONTANA,848,CR,Income
E-CHECKING          ,6/11/2015,0,STEAMPOWERED.COM 425-9522985 WA Debit Card Withdrawal: SIG DEBIT CARD,23.98,DR,Video Games
E-CHECKING          ,6/10/2015,0,THE RHINOCEROS INC MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,4.5,DR,Eating Out
E-CHECKING          ,6/10/2015,0,TAMARACK PUBLIC HOUSE MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,10,DR,Eating Out
E-CHECKING          ,6/10/2015,0,THE BADLANDER BAR 208 R MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,5,DR,Eating Out
E-CHECKING          ,6/10/2015,0,THE BADLANDER BAR 208 R MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,9,DR,Eating Out
E-CHECKING          ,6/10/2015,0,THE BADLANDER BAR 208 R MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,9,DR,Eating Out
E-CHECKING          ,6/10/2015,0,OLES COUNTRY STR #2 MISSOULA MT POS Withdrawal: #061017,9.47,DR,Eating Out
E-CHECKING          ,6/10/2015,0,MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,24.08,DR,Eating Out
E-CHECKING          ,6/10/2015,0,Cash Deposit,800,CR,Income
E-CHECKING          ,6/10/2015,0,MCDONALD'S F10297 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,6.34,DR,Eating Out
E-CHECKING          ,6/10/2015,0,CAPITAL ONE N.A. ACH Deposit: CAPITAL ONE N.A.,1500,CR,Income
E-CHECKING          ,6/10/2015,0,CAPITAL ONE N.A. ACH Deposit: CAPITAL ONE N.A.,100,CR,Income
E-CHECKING          ,6/9/2015,0,USPS 2957980812/3150 GR MISSOULA MT POS Withdrawal: #034075,31.47,DR,Misc
E-CHECKING          ,6/9/2015,0,SAF ACH Withdrawal: SAF,105.36,DR,Student Loans
E-CHECKING          ,6/8/2015,0,CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,8.17,DR,Eating Out
E-CHECKING          ,6/5/2015,0,MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,12.07,DR,Eating Out
E-CHECKING          ,6/5/2015,0,GEICO *AUTO 800-841-3000 DC Debit Card Withdrawal: SIG DEBIT CARD,98.35,DR,Insurance
E-CHECKING          ,6/5/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #029378,12.49,DR,Grocery
E-CHECKING          ,6/5/2015,0,CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,12.93,DR,Eating Out
E-CHECKING          ,6/4/2015,0,DNH*GODADDY.COM 480-5058855 AZ Debit Card Withdrawal: SIG DEBIT CARD,17.17,DR,Internet
E-CHECKING          ,6/3/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #034537,55.48,DR,Grocery
E-CHECKING          ,6/3/2015,0,WENDY'S 15012 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,15.45,DR,Eating Out
E-CHECKING          ,6/3/2015,0,COSTCO WHSE #0067 MISSOULA MT POS Withdrawal: #058059,3,DR,Eating Out
E-CHECKING          ,6/3/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #027007,15.44,DR,Grocery
E-CHECKING          ,6/3/2015,0,DROPBOX*PRHLHYVPVX16 DB.TT/CCHELP CA Debit Card Withdrawal: SIG DEBIT CARD,9.99,DR,Dropbox
E-CHECKING          ,6/3/2015,0,PHS WAMT E BUS OFFICE 866-7472455 OR Debit Card Withdrawal: SIG DEBIT CARD,247.53,DR,Doctor
E-CHECKING          ,6/2/2015,0,SUBWAY 00100586 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,17.1,DR,Eating Out
E-CHECKING          ,6/2/2015,0,MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,8.57,DR,Eating Out
E-CHECKING          ,6/2/2015,0,IRON HORSE BREW PUB MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,29,DR,Eating Out
E-CHECKING          ,6/2/2015,0,Loan Servicing ACH Withdrawal: Loan Servicing,695.41,DR,Mortgage
E-CHECKING          ,6/2/2015,0,NORTHWESTERN ACH Withdrawal: NORTHWESTERN,72.4,DR,Electric
E-CHECKING          ,6/1/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #005676,15.45,DR,Grocery
E-CHECKING          ,6/1/2015,0,CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,16.47,DR,Eating Out
E-CHECKING          ,6/1/2015,0,CENLAR LOAN AMD ACH Withdrawal: CENLAR LOAN AMD,110.27,DR,Mortgage
