Account Designator,Posted Date,Serial Number,"Description",Amount,CR/DR
E-CHECKING          ,06/23/15,0000000000,"WM SUPERCENTER Wal-Mart Super Center POS Withdrawal: #000549",000000123.97,DR
E-CHECKING          ,06/23/15,0000000000,"TAMARACK PUBLIC HOUSE MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000009.00,DR
E-CHECKING          ,06/23/15,0000000000,"OLES COUNTRY STR #2 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000005.00,DR
E-CHECKING          ,06/22/15,0000000000,"#02024 ALBERTSONS MISSOULA MT POS Withdrawal: #045776",000000002.99,DR
E-CHECKING          ,06/22/15,0000000000,"CHARTER COMM 888-438-2427 MT Debit Card Withdrawal: SIG DEBIT CARD",000000039.99,DR
E-CHECKING          ,06/22/15,0000000000,"PAYPAL ACH Withdrawal: PAYPAL",000000025.00,DR
E-CHECKING          ,06/21/15,0000000000,"DRAUGHT WORKS MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000009.00,DR
E-CHECKING          ,06/20/15,0000000000,"CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000003.67,DR
E-CHECKING          ,06/20/15,0000000000,"CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000007.17,DR
E-CHECKING          ,06/19/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #015100",000000003.79,DR
E-CHECKING          ,06/19/15,0000000000,"THE NOTORIOUS P.I.G. MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000032.78,DR
E-CHECKING          ,06/18/15,0000000000,"MCDONALD'S F10297 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000007.90,DR
E-CHECKING          ,06/18/15,0000000000,"DOCS GOURMET SANDWICH S MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000004.95,DR
E-CHECKING          ,06/17/15,0000000000,"STEAMGAMES.COM 425-952-2985 WA Debit Card Withdrawal: SIG DEBIT CARD",000000012.49,DR
E-CHECKING          ,06/17/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #025382",000000037.99,DR
E-CHECKING          ,06/17/15,0000000000,"DAIRY QUEEN #15265 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000014.33,DR
E-CHECKING          ,06/17/15,0000000000,"STATE OF MONTANA ACH Deposit: STATE OF MONTANA",000000424.00,CR
E-CHECKING          ,06/17/15,0000000000,"STEAMGAMES.COM 425-952-2985 WA Debit Card Withdrawal: SIG DEBIT CARD",000000027.41,DR
E-CHECKING          ,06/17/15,0000000000,"SUMMER SUN MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000012.94,DR
E-CHECKING          ,06/16/15,0000000000,"DELTA AIR 00676252514 NEW YORK NY Debit Card Withdrawal: SIG DEBIT CARD",000001163.27,DR
E-CHECKING          ,06/16/15,0000000000,"DELTA AIR 00676252514 NEW YORK NY Debit Card Withdrawal: SIG DEBIT CARD",000001163.27,DR
E-CHECKING          ,06/16/15,0000000000,"REI #72 MISSOUL 2230 N MISSOULA MT POS Withdrawal: #047353",000000009.00,DR
E-CHECKING          ,06/16/15,0000000000,"ALG*ALGT_TRAVEL 702-505-8888 NV Debit Card Withdrawal: SIG DEBIT CARD",000000360.00,DR
E-CHECKING          ,06/16/15,0000000000,"TACO DEL SOL MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000008.85,DR
E-CHECKING          ,06/16/15,0000000000,"STEAMPOWERED.COM 425-9522985 WA Debit Card Withdrawal: SIG DEBIT CARD",000000009.99,DR
E-CHECKING          ,06/16/15,0000000000,"CENEX ZIP TRIP 1540 TOOLE AVE MISSOULA POS Withdrawal: #055999",000000009.05,DR
E-CHECKING          ,06/15/15,0000000000,"GOOGLE *BIGBLUEBUBBLE GOOGLE.COM/CH CA Debit Card Withdrawal: SIG DEBIT CARD",000000009.99,DR
E-CHECKING          ,06/15/15,0000000000,"THE WILMA MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000013.00,DR
E-CHECKING          ,06/15/15,0000000000,"THE WILMA MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000013.00,DR
E-CHECKING          ,06/14/15,0000000000,"STRAIGHTTALK*SERVICES 877-430-2355 FL Debit Card Withdrawal: SIG DEBIT CARD",000000046.76,DR
E-CHECKING          ,06/14/15,0000000000,"BURGER KING #7518 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000008.65,DR
E-CHECKING          ,06/13/15,0000000000,"EL CAZADOR MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000014.00,DR
E-CHECKING          ,06/13/15,0000000000,"MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000002.29,DR
E-CHECKING          ,06/13/15,0000000000,"SEIZE THE DEAL 866-210-0881 TX Debit Card Withdrawal: SIG DEBIT CARD",000000060.00,DR
E-CHECKING          ,06/13/15,0000000000,"BONNER 1 #8500 7985 HWY 200 MILLTOWN MT POS Withdrawal: #029989",000000012.06,DR
E-CHECKING          ,06/13/15,0000000000,"SQ *HALESTORM TOUR MERC MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000030.00,DR
E-CHECKING          ,06/12/15,0000000000,"OLD POST PUB MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000015.00,DR
E-CHECKING          ,06/12/15,0000000000,"SUNNYVIEW CAFE KALISPELL MT Debit Card Withdrawal: SIG DEBIT CARD",000000007.95,DR
E-CHECKING          ,06/12/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #010167",000000005.69,DR
E-CHECKING          ,06/12/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #063628",000000023.94,DR
E-CHECKING          ,06/11/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #062384",000000014.52,DR
E-CHECKING          ,06/11/15,0000000000,"SAFEWAY STORE 1646 POLSON WA POS Withdrawal: #061737",000000012.96,DR
E-CHECKING          ,06/11/15,0000000000,"STATE OF MONTANA ACH Deposit: STATE OF MONTANA",000000848.00,CR
E-CHECKING          ,06/11/15,0000000000,"STEAMPOWERED.COM 425-9522985 WA Debit Card Withdrawal: SIG DEBIT CARD",000000023.98,DR
E-CHECKING          ,06/10/15,0000000000,"THE RHINOCEROS INC MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000004.50,DR
E-CHECKING          ,06/10/15,0000000000,"TAMARACK PUBLIC HOUSE MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000010.00,DR
E-CHECKING          ,06/10/15,0000000000,"THE BADLANDER BAR 208 R MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000005.00,DR
E-CHECKING          ,06/10/15,0000000000,"THE BADLANDER BAR 208 R MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000009.00,DR
E-CHECKING          ,06/10/15,0000000000,"THE BADLANDER BAR 208 R MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000009.00,DR
E-CHECKING          ,06/10/15,0000000000,"OLES COUNTRY STR #2 MISSOULA MT POS Withdrawal: #061017",000000009.47,DR
E-CHECKING          ,06/10/15,0000000000,"MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000024.08,DR
E-CHECKING          ,06/10/15,0000000000,"Cash Deposit",000000800.00,CR
E-CHECKING          ,06/10/15,0000000000,"MCDONALD'S F10297 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000006.34,DR
E-CHECKING          ,06/10/15,0000000000,"CAPITAL ONE N.A. ACH Deposit: CAPITAL ONE N.A.",000001500.00,CR
E-CHECKING          ,06/10/15,0000000000,"CAPITAL ONE N.A. ACH Deposit: CAPITAL ONE N.A.",000000100.00,CR
E-CHECKING          ,06/09/15,0000000000,"USPS 2957980812/3150 GR MISSOULA MT POS Withdrawal: #034075",000000031.47,DR
E-CHECKING          ,06/09/15,0000000000,"SAF ACH Withdrawal: SAF",000000105.36,DR
E-CHECKING          ,06/08/15,0000000000,"CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000008.17,DR
E-CHECKING          ,06/05/15,0000000000,"MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000012.07,DR
E-CHECKING          ,06/05/15,0000000000,"GEICO *AUTO 800-841-3000 DC Debit Card Withdrawal: SIG DEBIT CARD",000000098.35,DR
E-CHECKING          ,06/05/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #029378",000000012.49,DR
E-CHECKING          ,06/05/15,0000000000,"CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000012.93,DR
E-CHECKING          ,06/04/15,0000000000,"DNH*GODADDY.COM 480-5058855 AZ Debit Card Withdrawal: SIG DEBIT CARD",000000017.17,DR
E-CHECKING          ,06/03/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #034537",000000055.48,DR
E-CHECKING          ,06/03/15,0000000000,"WENDY'S 15012 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000015.45,DR
E-CHECKING          ,06/03/15,0000000000,"COSTCO WHSE #0067 MISSOULA MT POS Withdrawal: #058059",000000003.00,DR
E-CHECKING          ,06/03/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #027007",000000015.44,DR
E-CHECKING          ,06/03/15,0000000000,"DROPBOX*PRHLHYVPVX16 DB.TT/CCHELP CA Debit Card Withdrawal: SIG DEBIT CARD",000000009.99,DR
E-CHECKING          ,06/03/15,0000000000,"PHS WAMT E BUS OFFICE 866-7472455 OR Debit Card Withdrawal: SIG DEBIT CARD",000000247.53,DR
E-CHECKING          ,06/02/15,0000000000,"SUBWAY 00100586 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000017.10,DR
E-CHECKING          ,06/02/15,0000000000,"MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000008.57,DR
E-CHECKING          ,06/02/15,0000000000,"IRON HORSE BREW PUB MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000029.00,DR
E-CHECKING          ,06/02/15,0000000000,"Loan Servicing ACH Withdrawal: Loan Servicing",000000695.41,DR
E-CHECKING          ,06/02/15,0000000000,"NORTHWESTERN ACH Withdrawal: NORTHWESTERN",000000072.40,DR
E-CHECKING          ,06/01/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #005676",000000015.45,DR
E-CHECKING          ,06/01/15,0000000000,"CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000016.47,DR
E-CHECKING          ,06/01/15,0000000000,"CENLAR LOAN AMD ACH Withdrawal: CENLAR LOAN AMD",000000110.27,DR
