Account Designator,Posted Date,Serial Number,"Description",Amount,CR/DR
E-CHECKING          ,09/24/15,0000000000,"From Share 0000 Transfer Deposit: From Share 0000",000001000.00,CR
E-CHECKING          ,09/24/15,0000000000,"TACO DEL SOL MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000007.70,DR
E-CHECKING          ,09/23/15,0000000000,"TOP HAT LOUNGE MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000071.30,DR
E-CHECKING          ,09/23/15,0000000000,"Transfer Deposit: From Share 0000",000000006.01,CR
E-CHECKING          ,09/23/15,0000000000,"WENDY'S 15012 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000002.58,DR
E-CHECKING          ,09/23/15,0000000000,"MCDONALD'S F10297 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000006.45,DR
E-CHECKING          ,09/23/15,0000000000,"PAYPAL ACH Withdrawal: PAYPAL",000000300.00,DR
E-CHECKING          ,09/23/15,0000000000,"Acorns.com ACH Withdrawal: Acorns.com",000000007.58,DR
E-CHECKING          ,09/23/15,0000000000,"UNIVERSITY OF MONTANA - MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000003.75,DR
E-CHECKING          ,09/23/15,0000000000,"WALMART.COM 800-966-6546 AR Debit Card Withdrawal: SIG DEBIT CARD",000000000.99,DR
E-CHECKING          ,09/22/15,0000000000,"MONTANA BOOK STORE MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000002.50,DR
E-CHECKING          ,09/22/15,0000000000,"WENDY'S 15012 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000006.49,DR
E-CHECKING          ,09/22/15,0000000000,"COSTCO WHSE #0067 MISSOULA MT POS Withdrawal: #020016",000000040.48,DR
E-CHECKING          ,09/22/15,0000000000,"Home Banking Transfer Deposit: From Shar",000000100.00,CR
E-CHECKING          ,09/22/15,0000000000,"CHARTER COMM 888-438-2427 MT Debit Card Withdrawal: SIG DEBIT CARD",000000041.33,DR
E-CHECKING          ,09/22/15,0000000000,"STEAMPOWERED.COM 425-9522985 WA Debit Card Withdrawal: SIG DEBIT CARD",000000059.99,DR
E-CHECKING          ,09/22/15,0000000000,"WM SUPERCENTER Wal-Mart Super Center POS Withdrawal: #034945",000000036.66,DR
E-CHECKING          ,09/22/15,0000000000,"Home Banking Transfer Deposit: From Shar",000000300.00,CR
E-CHECKING          ,09/21/15,0000000000,"Check Deposit Check Received 50.00",000000050.00,CR
E-CHECKING          ,09/21/15,0000000000,"CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000008.84,DR
E-CHECKING          ,09/21/15,0000000000,"PAYPAL ACH Withdrawal: PAYPAL",000000025.00,DR
E-CHECKING          ,09/21/15,0000000000,"Acorns.com ACH Withdrawal: Acorns.com",000000006.52,DR
E-CHECKING          ,09/21/15,0000000000,"IRON HORSE BREW PUB MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000032.03,DR
E-CHECKING          ,09/21/15,0000000000,"HOB NOB ON HIGGINS MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000024.25,DR
E-CHECKING          ,09/20/15,0000000000,"MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000007.49,DR
E-CHECKING          ,09/20/15,0000000000,"SP *LIGHTHOUSE ESPRESS MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000009.20,DR
E-CHECKING          ,09/19/15,0000000000,"UNIVERSITY OF MONTANA - MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000007.50,DR
E-CHECKING          ,09/19/15,0000000000,"BEDBATH+BEYOND#1157 MISSOULA MT POS Withdrawal: #041850",000000028.92,DR
E-CHECKING          ,09/19/15,0000000000,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA Debit Card Withdrawal: SIG DEBIT CARD",000000456.16,DR
E-CHECKING          ,09/19/15,0000000000,"STEAMGAMES.COM 425-952-2985 WA Debit Card Withdrawal: SIG DEBIT CARD",000000059.99,DR
E-CHECKING          ,09/18/15,0000000000,"WWW.NEWEGG.COM 800-390-1119 CA Debit Card Withdrawal: SIG DEBIT CARD",000000209.98,DR
E-CHECKING          ,09/18/15,0000000000,"Home Banking Transfer Deposit: From Shar",000000480.00,CR
E-CHECKING          ,09/18/15,0000000000,"CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000004.38,DR
E-CHECKING          ,09/18/15,0000000000,"WESTSIDE LANES + FUN C MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000006.70,DR
E-CHECKING          ,09/18/15,0000000000,"Home Banking Transfer Deposit: From Shar",000000500.00,CR
E-CHECKING          ,09/17/15,0000000000,"BURGER KING #9036 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000014.73,DR
E-CHECKING          ,09/16/15,0000000000,"CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000009.06,DR
E-CHECKING          ,09/16/15,0000000000,"MCDONALD'S F10297 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000005.20,DR
E-CHECKING          ,09/15/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #005560",000000008.78,DR
E-CHECKING          ,09/15/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #028125",000000029.01,DR
E-CHECKING          ,09/15/15,0000000000,"MONTANA ACE HARDWARE MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000037.14,DR
E-CHECKING          ,09/15/15,0000000000,"SQ *BIG DIPPER ICE CREA MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000009.75,DR
E-CHECKING          ,09/15/15,0000000000,"TACO DEL SOL MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000009.90,DR
E-CHECKING          ,09/15/15,0000000000,"TACO DEL SOL MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000006.70,DR
E-CHECKING          ,09/15/15,0000000000,"STEAMGAMES.COM 425-952-2985 WA Debit Card Withdrawal: SIG DEBIT CARD",000000005.99,DR
E-CHECKING          ,09/15/15,0000000000,"Acorns.com ACH Withdrawal: Acorns.com",000000006.16,DR
E-CHECKING          ,09/14/15,0000000000,"HOAGIEVILLE 3 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000003.50,DR
E-CHECKING          ,09/14/15,0000000000,"STRAIGHTTALK*AIRTIME 877-430-2355 FL Debit Card Withdrawal: SIG DEBIT CARD",000000046.76,DR
E-CHECKING          ,09/14/15,0000000000,"CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000002.68,DR
E-CHECKING          ,09/13/15,0000000000,"SOUTH AVE MARKET II MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000004.28,DR
E-CHECKING          ,09/12/15,0000000000,"CRACKER BARREL 2929 EXP MISSOULA MT POS Withdrawal: #025524",000000026.15,DR
E-CHECKING          ,09/12/15,0000000000,"MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000010.79,DR
E-CHECKING          ,09/12/15,0000000000,"MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000005.96,DR
E-CHECKING          ,09/12/15,0000000000,"CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000007.28,DR
E-CHECKING          ,09/12/15,0000000000,"MCDONALD'S F10297 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000002.00,DR
E-CHECKING          ,09/11/15,0000000000,"MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000005.96,DR
E-CHECKING          ,09/11/15,0000000000,"Cash Deposit",000000280.00,CR
E-CHECKING          ,09/10/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #028700",000000000.36,DR
E-CHECKING          ,09/10/15,0000000000,"CENEX ZIP TRIP07082407 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000007.28,DR
E-CHECKING          ,09/10/15,0000000000,"TACO DEL SOL MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000007.70,DR
E-CHECKING          ,09/09/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #056865",000000007.97,DR
E-CHECKING          ,09/09/15,0000000000,"WENDY'S 15012 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000009.87,DR
E-CHECKING          ,09/09/15,0000000000,"Acorns.com ACH Withdrawal: Acorns.com",000000007.05,DR
E-CHECKING          ,09/08/15,0000000000,"REFUNDED FEE Fee Deposit: REFUNDED FEE",000000027.00,CR
E-CHECKING          ,09/08/15,0000000000,"Transfer Deposit From DONEY,CASSIE A XXXXXXXXXX Share",000000090.00,CR
E-CHECKING          ,09/06/15,0000000000,"MCDONALD'S F10297 MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000002.17,DR
E-CHECKING          ,09/05/15,0000000000,"Fee Withdrawal: PrivilegePay fee",000000027.00,DR
E-CHECKING          ,09/05/15,0000000000,"GEICO *AUTO 800-841-3000 DC Debit Card Withdrawal: SIG DEBIT CARD",000000098.35,DR
E-CHECKING          ,09/05/15,0000000000,"Transfer Deposit: From Share 0000",000000035.88,CR
E-CHECKING          ,09/04/15,0000000000,"THE NOTORIOUS P.I.G. MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000012.08,DR
E-CHECKING          ,09/04/15,0000000000,"THE NOTORIOUS P.I.G. MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000010.06,DR
E-CHECKING          ,09/03/15,0000000000,"MONTANA BOOK STORE MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000239.10,DR
E-CHECKING          ,09/03/15,0000000000,"DROPBOX*JVQGVPY7GPN4 DB.TT/CCHELP CA Debit Card Withdrawal: SIG DEBIT CARD",000000089.34,DR
E-CHECKING          ,09/03/15,0000000000,"DROPBOX*V5WWDPWV2H17 DB.TT/CCHELP CA Debit Card Withdrawal: SIG DEBIT CARD",000000009.99,DR
E-CHECKING          ,09/03/15,0000000000,"TACO DEL SOL MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000017.10,DR
E-CHECKING          ,09/02/15,0000000000,"MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000014.98,DR
E-CHECKING          ,09/02/15,0000000000,"DITECH FINANCIAL ACH Withdrawal: DITECH FINANCIAL",000000695.41,DR
E-CHECKING          ,09/02/15,0000000000,"NORTHWESTERN ACH Withdrawal: NORTHWESTERN",000000065.47,DR
E-CHECKING          ,09/02/15,0000000000,"Acorns.com ACH Withdrawal: Acorns.com",000000005.08,DR
E-CHECKING          ,09/01/15,0000000000,"MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #035124",000000011.96,DR
E-CHECKING          ,09/01/15,0000000000,"MAGIC DIAMOND CASINO MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000002.29,DR
E-CHECKING          ,09/01/15,0000000000,"TACO DEL SOL MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD",000000007.90,DR
E-CHECKING          ,09/01/15,0000000000,"Transfer Deposit From DONEY,CASSIE A XXXXXXXXXX Share",000000450.00,CR
E-CHECKING          ,09/01/15,0000000000,"CENLAR LOAN AMD ACH Withdrawal: CENLAR LOAN AMD",000000110.27,DR
E-CHECKING          ,09/01/15,0000000000,"CAPITAL ONE N.A. ACH Deposit: CAPITAL ONE N.A.",000000040.00,CR
