Account Designator,Posted Date,Serial Number,Description,Amount,CR/DR,Type
E-CHECKING          ,8/22/2015,0,HASTINGS 9680 MISSOUL MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,10.97,DR,Misc
E-CHECKING          ,8/22/2015,0,OLES COUNTRY STR #2 MISSOULA MT POS Withdrawal: #062237,5,DR,Eating Out
E-CHECKING          ,8/21/2015,0,CENEX ZIP TRIP 1540 TOOLE AVE MISSOULA POS Withdrawal: #049528,4.68,DR,Eating Out
E-CHECKING          ,8/21/2015,0,MSLACO TAX/MV PYMT 406-449-3468 MT Debit Card Withdrawal: SIG DEBIT CARD,119.68,DR,Car
E-CHECKING          ,8/21/2015,0,SPORTSMANS WAREHOUSE 20 MISSOULA MT POS Withdrawal: #004831,50,DR,Misc
E-CHECKING          ,8/21/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #047930,13.98,DR,Grocery
E-CHECKING          ,8/21/2015,0,SPORTS AUTHORITY 0451 MISSOULA MT POS Withdrawal: #033922,24.99,DR,Misc
E-CHECKING          ,8/21/2015,0,MISSOULA FRESH 800 WEST BROADWAY POS Withdrawal: #029781,10.97,DR,Grocery
E-CHECKING          ,8/21/2015,0,CENEX ZIP TRIP 1540 TOOLE AVE MISSOULA POS Withdrawal: #009666,7.35,DR,Eating Out
E-CHECKING          ,8/21/2015,0,Msla Vet ACH Deposit: Msla Vet,736.43,CR,Income
E-CHECKING          ,8/18/2015,0,CENEX ZIP TRIP 1540 TOOLE AVE MISSOULA POS Withdrawal: #028748,2.85,DR,Eating Out
E-CHECKING          ,8/16/2015,0,PET NEBULA MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,8.99,DR,Misc
E-CHECKING          ,8/16/2015,0,LOWE'S #1682 MISSOULA MT POS Withdrawal: #007443,1.66,DR,Misc
E-CHECKING          ,8/16/2015,0,REDBOX *DVDRESERVATION 866-733-2693 IL Debit Card Withdrawal: SIG DEBIT CARD,1.5,DR,Misc
E-CHECKING          ,8/16/2015,0,JAY'S MART MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,7.29,DR,Eating Out
E-CHECKING          ,8/15/2015,0,WM SUPERCENTER Wal-Mart Super Center POS Withdrawal: #055198,33.59,DR,Misc
E-CHECKING          ,8/12/2015,0,JAY'S MART MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,7.29,DR,Eating Out
E-CHECKING          ,8/11/2015,0,WM SUPERCENTER Wal-Mart Store MISSOULA POS Withdrawal: #005758,46.89,DR,Misc
E-CHECKING          ,8/11/2015,0,CREDIT FIRST NA ACH Withdrawal: CREDIT FIRST NA,100,DR,Credit Card
E-CHECKING          ,8/11/2015,0,Acorns.com ACH Withdrawal: Acorns.com,5.15,DR,Investment
E-CHECKING          ,8/10/2015,0,CAPITAL ONE ACH Withdrawal: CAPITAL ONE,30,DR,Credit Card
E-CHECKING          ,8/10/2015,0,CAPITAL ONE ACH Withdrawal: CAPITAL ONE,30,DR,Credit Card
E-CHECKING          ,8/10/2015,0,MURALTS CONOCO TRUCK MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,42.17,DR,Gas
E-CHECKING          ,8/9/2015,0,MISSOULA VETERINARY CLI MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,150,DR,Loans
E-CHECKING          ,8/9/2015,0,ORANGE STREET FOOD FARM MISSOULA MT POS Withdrawal: #060275,2.39,DR,Grocery
E-CHECKING          ,8/8/2015,0,CENEX ZIP TRIP 1540 TOOLE AVE MISSOULA POS Withdrawal: #046359,6.97,DR,Eating Out
E-CHECKING          ,8/8/2015,0,WM SUPERCENTER Wal-Mart Super Center POS Withdrawal: #054852,32.94,DR,Misc
E-CHECKING          ,8/8/2015,0,SOUTHGATE MARKET MISSOULA MT Debit Card Withdrawal: SIG DEBIT CARD,7.35,DR,Eating Out
E-CHECKING          ,8/7/2015,0,STRAIGHTTALK*SERVICES 877-430-2355 FL Debit Card Withdrawal: SIG DEBIT CARD,44.17,DR,Cell Phone
E-CHECKING          ,8/6/2015,0,Deposit RTN ACH/UNAUTHORIZD/PAYPAL,410,CR,Income
E-CHECKING          ,8/6/2015,0,800-228-6790 ACH Withdrawal: 800-228-6790,17.85,DR,Insurance
E-CHECKING          ,8/6/2015,0,CAPITAL ONE N.A. ACH Deposit: CAPITAL ONE N.A.,200,CR,Credit Card
E-CHECKING          ,8/5/2015,0,Privilege Pay Fee Withdrawal: Privilege Pay,27,DR,Bank Fee
E-CHECKING          ,8/5/2015,0,Acorns.com ACH Withdrawal: Acorns.com,5.51,DR,Investment
E-CHECKING          ,8/3/2015,0,STARBUCKS N SA32271504 SEATTLE WA Debit Card Withdrawal: SIG DEBIT CARD,11.5,DR,Eating Out
E-CHECKING          ,8/3/2015,0,Acorns.com ACH Withdrawal: Acorns.com,5,DR,Investment
E-CHECKING          ,8/2/2015,0,NORMANDY PARK M 19805 1ST AVE S NORMANDY POS Withdrawal: #018014,15.41,DR,Macau
